PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
IRS1	interacts-with	PIK3R1	NetPath	10358772;11438664;11748924;11788580;12503617;12706299;12915997;15316008;15715521;16030287;7499365;7862167;9233603;9624169	Alpha6Beta4Integrin;IL-7;IL2;IL4;IL9;Leptin;Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_09bc506d30eef4465327bab6e0e668b2;http://pathwaycommons.org/pc2/MolecularInteraction_8f2ef445d4d44129fb6cfad0bb3c4810;http://pathwaycommons.org/pc2/MolecularInteraction_bec0fafb65eaf7e221dc6b94449e1c44;http://pathwaycommons.org/pc2/MolecularInteraction_a112c82a30c5942bab1e59c5982ce58e;http://pathwaycommons.org/pc2/MolecularInteraction_8e0633ff8bc2cad04ea5265d4630ae07;http://pathwaycommons.org/pc2/MolecularInteraction_35729318f6c934c9f1e1b28130b26c8d;http://pathwaycommons.org/pc2/MolecularInteraction_ad7d15d697f6930e6cf0c8481cfbdbee;http://pathwaycommons.org/pc2/MolecularInteraction_899c2166644c8203a8fd28eb4b1e3190
IRS1	interacts-with	PIK3R2	NetPath	10358772;11788580;12503617;12706299;12915997;15316008;15715521;16030287;7499365;7862167;9624169	IL4;Leptin;Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_a112c82a30c5942bab1e59c5982ce58e;http://pathwaycommons.org/pc2/MolecularInteraction_35729318f6c934c9f1e1b28130b26c8d;http://pathwaycommons.org/pc2/MolecularInteraction_ad7d15d697f6930e6cf0c8481cfbdbee
IRS1	interacts-with	PRLR	NetPath	8999900	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_2abc6d0f68d47a95a8ed878aefc6f77f
IRS1	interacts-with	PTPN11	NetPath	10358772;11788580	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_a48367fd1b2d46c847739964906dde65
IRS1	in-complex-with	SH2B1	NetPath			http://pathwaycommons.org/pc2/Complex_7fbd88e04162f756a52985ae13be57d5
IRS1	interacts-with	SH2B1	NetPath	15316008	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_5c46b858f60d535b14a0add80219e0ba
IRS1	interacts-with	SOS1	NetPath	10358772;7862167	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_6ed3b41f429976f905b2eb044f95d61b
IRS2	interacts-with	JAK1	NetPath	10358772;7499365	IL2;IL4	http://pathwaycommons.org/pc2/MolecularInteraction_b3935322acda86d8789e468d5dafc9a7;http://pathwaycommons.org/pc2/MolecularInteraction_9d5751b87f0db4a895fbc5ac6054272e
IRS2	interacts-with	JAK2	NetPath	12674509;15316008	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_752a56ac3064765c6de788f8913c13ec;http://pathwaycommons.org/pc2/MolecularInteraction_09796ca4c7e22ab355766d1b563b5c92
IRS2	interacts-with	JAK3	NetPath	10358772;7499365	IL-7;IL2;IL4	http://pathwaycommons.org/pc2/MolecularInteraction_f4670d9450fa6f14031ffb95478ea59c;http://pathwaycommons.org/pc2/MolecularInteraction_1d48a2582bc5d210cbe00d40308a6438;http://pathwaycommons.org/pc2/MolecularInteraction_b812987c9befca42d18753ffb7600114
IRS2	interacts-with	LEPR	NetPath	15715521	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_e42c0f8a49911db9c7ae923df62a1992
IRS2	interacts-with	PIK3R1	NetPath	10358772;11024460;11384880;11438664;11788580;12706299;12915997;1334461;15715521;16030287;19109239;8954948;9181473;9233603;9624169	Alpha6Beta4Integrin;IL-7;IL4;IL9;Leptin;Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_e5a9fd1d396886beacb55d92813e421e;http://pathwaycommons.org/pc2/MolecularInteraction_98235acb84391a2cc2c9be87ceb5253e;http://pathwaycommons.org/pc2/MolecularInteraction_88ead1d9e145e8a12804015925f02a9b;http://pathwaycommons.org/pc2/MolecularInteraction_97961e036d79f0c44b058d8d61c68927;http://pathwaycommons.org/pc2/MolecularInteraction_99b08832f76f0d84f78bded74ddc3bb0;http://pathwaycommons.org/pc2/MolecularInteraction_7306d62d76c2b7b84d665a6ece17e7c2
IRS2	interacts-with	PIK3R2	NetPath	10358772;11384880;12706299;12915997;1334461;15715521;16030287;19109239;8954948;9181473;9624169	IL4;Leptin;Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_98235acb84391a2cc2c9be87ceb5253e;http://pathwaycommons.org/pc2/MolecularInteraction_97961e036d79f0c44b058d8d61c68927;http://pathwaycommons.org/pc2/MolecularInteraction_99b08832f76f0d84f78bded74ddc3bb0
IRS2	interacts-with	PTPN11	NetPath	10358772;11788580	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_5c73f933aae762ade5b56b33d9a1ae5a
IRS2	in-complex-with	SH2B1	NetPath			http://pathwaycommons.org/pc2/Complex_4a16ff64eaafa26b86482a31b3d5bdcb
IRS2	interacts-with	SH2B1	NetPath	15316008	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_5fd020616d12eadee387a63101457e24
IRS2	interacts-with	SHC1	NetPath	15705774	TSH	http://pathwaycommons.org/pc2/MolecularInteraction_89a3a9b66ae16cef1232752690844ffb
IRS4	interacts-with	LEPR	NetPath	18165436	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_5738ec7b4ee4ad0f6b89a6683baf1f71
IRS4	interacts-with	PIK3R1	NetPath	18165436	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_f93c762928a641e7b613fb2eaae56bb9
IRS4	interacts-with	PLCG1	NetPath	18165436	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_abc3656d99c9b176d5c14cf2a1aadece
ITCH	controls-state-change-of	KLF10	NetPath	18278048	TGF_beta_Receptor	http://pathwaycommons.org/pc2/BiochemicalReaction_96808fee497a66724b29564ec2db62b1;http://pathwaycommons.org/pc2/Catalysis_ed99e4875433ca4ebaffdb989c2bc08a
ITCH	interacts-with	MAP3K1	NetPath	19710465	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_c8e360218ad210537d9dbe9d977096c9
ITCH	controls-state-change-of	NOTCH1	NetPath	12682059	Notch	http://pathwaycommons.org/pc2/BiochemicalReaction_8c4dd858affb16b10d07e28c05cd3fd4;http://pathwaycommons.org/pc2/Catalysis_ba40834bd4a1a54fdf88262a89c971c6
ITCH	interacts-with	NOTCH1	NetPath	10940313	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_cfc576d52daccab6e3a0f668da8f85f2
ITCH	in-complex-with	NUMB	NetPath			http://pathwaycommons.org/pc2/Complex_9939596fb106f73903921d0a03edb924
ITCH	interacts-with	NUMB	NetPath	12682059	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_1aa1b4168d1329dc35b96e9d07ee24bc
ITCH	interacts-with	RIPK1	NetPath	19131965	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_a38c6aa0e5bb0981f941bcfa3cfdf3ab
ITCH	controls-state-change-of	SH3GL2	NetPath	14684745;19341794	EGFR1	http://pathwaycommons.org/pc2/Catalysis_9378c62b25c762ebac0a31cce9b52164;http://pathwaycommons.org/pc2/BiochemicalReaction_e387946d22200a7299b993cba63cec60
ITCH	controls-state-change-of	SMAD7	NetPath	15946939	TGF_beta_Receptor	http://pathwaycommons.org/pc2/BiochemicalReaction_78718197bedf2fe3423f2d362536909c;http://pathwaycommons.org/pc2/Catalysis_d3a3499cd1a308d0ca3cf9722e6cac8c
ITCH	interacts-with	SMAD7	NetPath	15946939	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_e3a9fa6e53e918b33122f9cd8ff64a6c
ITGA6	in-complex-with	ITGB4	NetPath			http://pathwaycommons.org/pc2/Complex_1de1db558bfe561c06c38fc50f5c2d6c;http://pathwaycommons.org/pc2/Complex_c9f2b8e84f97797c2b963808e94932a7;http://pathwaycommons.org/pc2/Complex_39d2694249fae6b42994af749102232f;http://pathwaycommons.org/pc2/Complex_4087fa04b18caea0355db8c46ecad4bb;http://pathwaycommons.org/pc2/Complex_3df1bfb8a4c0ec905c550270e52df9f3;http://pathwaycommons.org/pc2/Complex_5fb3cdb8ad0e3b4ffd93842aa9d9cc77;http://pathwaycommons.org/pc2/Complex_6f8af822ba627b7631b50df2705e5a54;http://pathwaycommons.org/pc2/Complex_66301bbc53a88e0a0cc7afffe711ac43;http://pathwaycommons.org/pc2/Complex_e319e6ffa21642b36709b557361153fd
ITGA6	interacts-with	ITGB4	NetPath	11438664;12867433;18814027;9660880	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_1e68c94e22f096a8680f5d010ef52cd2
ITGA6	interacts-with	LAMA1	NetPath	7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c
ITGA6	interacts-with	LAMA2	NetPath	7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGA6	interacts-with	LAMA3	NetPath	7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31
ITGA6	interacts-with	LAMA5	NetPath	10671376;11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3
ITGA6	interacts-with	LAMB1	NetPath	11733063;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c;http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGA6	interacts-with	LAMB2	NetPath	10671376;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3
ITGA6	interacts-with	LAMB3	NetPath	7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31
ITGA6	interacts-with	LAMC1	NetPath	10671376;11733063;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c;http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGA6	interacts-with	LAMC2	NetPath	7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31
ITGA6	interacts-with	NTN1	NetPath	14602071	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_7028305141fde0591bce2b4203138fdb
ITGA6	interacts-with	RPSA	NetPath	11054877;18219670;20078909;8999943	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_a39e8f5bd627df615c161ecafe39b47e
ITGB1	interacts-with	PRLR	NetPath	20826546	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_289262bcc52a4d9842506c7acd88c2da
ITGB1	interacts-with	SIRPA	NetPath	20826546	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_f019a0ceea33d7b1c05d9526b81608c2
ITGB1	interacts-with	TGFBR2	NetPath	16859511	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_68938ba58df9d78eeb9ac7905ed079dd
ITGB3	interacts-with	TGFBR2	NetPath	16859511	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_237abe3415013e2666433b28596a8d27
ITGB4	interacts-with	LAMA1	NetPath	7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c
ITGB4	interacts-with	LAMA2	NetPath	7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGB4	interacts-with	LAMA3	NetPath	12867433;7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31;http://pathwaycommons.org/pc2/MolecularInteraction_a1703ff9b85e202c7c595e51882e2022
ITGB4	interacts-with	LAMA5	NetPath	10671376;11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3
ITGB4	interacts-with	LAMB1	NetPath	11733063;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c;http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGB4	interacts-with	LAMB2	NetPath	10671376;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3
ITGB4	interacts-with	LAMB3	NetPath	12867433;7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31;http://pathwaycommons.org/pc2/MolecularInteraction_a1703ff9b85e202c7c595e51882e2022
ITGB4	interacts-with	LAMC1	NetPath	10671376;11733063;7721947	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_cb9bf281e3625268260e0ae70cbc453c;http://pathwaycommons.org/pc2/MolecularInteraction_1aa7caa9d2f73bcfc22957f37d7bde49;http://pathwaycommons.org/pc2/MolecularInteraction_f14852563c0a75b8700d0cc10ab0d8ce;http://pathwaycommons.org/pc2/MolecularInteraction_aa5df735a689c45e84c3f3e99592c9e3;http://pathwaycommons.org/pc2/MolecularInteraction_6a9ba4078da8778fe7ec114156a145bb
ITGB4	interacts-with	LAMC2	NetPath	12867433;7721947;8143784	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d4f8cf9ff12b212bd867c2d47a13bd31;http://pathwaycommons.org/pc2/MolecularInteraction_a1703ff9b85e202c7c595e51882e2022
ITGB4	interacts-with	MET	NetPath	11733063;14602071	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_77b74919cc8d6e27b60c4fb9028746bb
ITGB4	interacts-with	NTN1	NetPath	14602071	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_7028305141fde0591bce2b4203138fdb
ITGB4	interacts-with	PIK3CA	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3CB	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3CD	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3CG	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3R1	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3R2	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PIK3R3	NetPath	11733063	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_15e03101fd7b7a101fdefaa5e3c2a0ba
ITGB4	interacts-with	PLEC	NetPath	10525545;14517317;9247637;9531560	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_226198755d7167ac49dd2b888c510678
ITGB4	interacts-with	PTK2	NetPath	12110680;18814027	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_96354e6c93956e2c8b08957becc003c5
ITGB4	interacts-with	PTPN11	NetPath	17158954;18974120	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_2abf2c99237aecf2659edb25641fb584
ITGB4	interacts-with	SHC1	NetPath	11044453;11733063;7556090;9171350	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_d28d046f20b0fd39c44ec184251e43af
ITGB4	interacts-with	VIM	NetPath	12441134	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f9f09474b5f35974ec449f7ec95fb616
ITGB4	interacts-with	YES1	NetPath	11684709	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_8e9cbd4770d8c4d2f4021c7c549e1fa3
ITGB4	interacts-with	YWHAB	NetPath	12919677	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_464c1e014be56b800cca72c31bfca259
ITGB4	interacts-with	YWHAQ	NetPath	12919677	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_eee826a3b9eee673f5364d37d7d8dc93
ITGB5	interacts-with	LEPR	NetPath	19910644	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_3c7a796f81ee03347e0e8ddc64f71a39;http://pathwaycommons.org/pc2/MolecularInteraction_aead23554db799b4cc08964228438d6c
ITGB5	in-complex-with	SRC	NetPath			http://pathwaycommons.org/pc2/Complex_716ed1f52798fec36f8bd0ccb32e9159
ITK	controls-phosphorylation-of	LAT	NetPath	12186560	TCR	http://pathwaycommons.org/pc2/Catalysis_3612a72d0fff60577d6034558b4948d2;http://pathwaycommons.org/pc2/BiochemicalReaction_9a44d78a787f9dfd8b236fd286642aa4
ITK	controls-state-change-of	LAT	NetPath	12186560	TCR	http://pathwaycommons.org/pc2/Catalysis_3612a72d0fff60577d6034558b4948d2;http://pathwaycommons.org/pc2/BiochemicalReaction_9a44d78a787f9dfd8b236fd286642aa4
ITK	interacts-with	LCP2	NetPath	10556826;10636929	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_51a4afc06d0054f2dbdcac06eb01ce7e
ITK	controls-phosphorylation-of	PLCG1	NetPath	10586033;15184383;20519342	BCR;TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_308b815c4f1f4bd121b0d4d9c09bbfed;http://pathwaycommons.org/pc2/BiochemicalReaction_6a513aa740e1f84ba4c56272d0b11469;http://pathwaycommons.org/pc2/Catalysis_db0636c996ed48af69dd6e0ba6d52561;http://pathwaycommons.org/pc2/Catalysis_cd31d02f0bbc2c232cf2bfa7af9ccb42
ITK	controls-state-change-of	PLCG1	NetPath	10586033;15184383;20519342	BCR;TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_308b815c4f1f4bd121b0d4d9c09bbfed;http://pathwaycommons.org/pc2/BiochemicalReaction_6a513aa740e1f84ba4c56272d0b11469;http://pathwaycommons.org/pc2/Catalysis_db0636c996ed48af69dd6e0ba6d52561;http://pathwaycommons.org/pc2/Catalysis_cd31d02f0bbc2c232cf2bfa7af9ccb42
ITK	controls-phosphorylation-of	PLCG2	NetPath	15184383	BCR	http://pathwaycommons.org/pc2/Catalysis_02579ff5efe0dc0a03e3ac1011163417;http://pathwaycommons.org/pc2/BiochemicalReaction_99452e68bd1f0405e64fa69e87c85832
ITK	controls-state-change-of	PLCG2	NetPath	15184383	BCR	http://pathwaycommons.org/pc2/Catalysis_02579ff5efe0dc0a03e3ac1011163417;http://pathwaycommons.org/pc2/BiochemicalReaction_99452e68bd1f0405e64fa69e87c85832
JAG1	interacts-with	NOTCH1	NetPath	11006133	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_dff9cbc764d5c37be01f8f5b4ab73302
JAG1	interacts-with	NOTCH2	NetPath	10934472;10958687	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_1970a58c30d1023d94a514ac078c8862
JAG1	interacts-with	NOTCH3	NetPath	11006133;18632624	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_b07c16769a82684ec46ae3e7a243400e
JAG2	interacts-with	NOTCH1	NetPath	11006133	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_e42b04613c67aa17d35d1a916bff621f
JAG2	interacts-with	NOTCH2	NetPath	10958687;18458347	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_c99dd84bb0439478276c265a2f16d2a4
JAG2	interacts-with	NOTCH3	NetPath	10383933;11006133;17081781	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_4b7613b11809a5ef301e44109a79e559
JAK1	controls-phosphorylation-of	BTK	NetPath	7530500;9178903	IL6	http://pathwaycommons.org/pc2/BiochemicalReaction_c034acbcd4417ab1ae007e389e010da8;http://pathwaycommons.org/pc2/Catalysis_17381278c1fb6e6d05a0553e144d0d4e
JAK1	controls-state-change-of	BTK	NetPath	7530500;9178903	IL6	http://pathwaycommons.org/pc2/BiochemicalReaction_c034acbcd4417ab1ae007e389e010da8;http://pathwaycommons.org/pc2/Catalysis_17381278c1fb6e6d05a0553e144d0d4e
JAK1	controls-phosphorylation-of	FES	NetPath	11160325	IL4	http://pathwaycommons.org/pc2/Catalysis_fcba2267cd4f454fb2ba615c088c9dcb;http://pathwaycommons.org/pc2/BiochemicalReaction_667c015bf2ad254a4b08003d40ba8564
JAK1	controls-state-change-of	FES	NetPath	11160325	IL4	http://pathwaycommons.org/pc2/Catalysis_fcba2267cd4f454fb2ba615c088c9dcb;http://pathwaycommons.org/pc2/BiochemicalReaction_667c015bf2ad254a4b08003d40ba8564
JAK1	controls-phosphorylation-of	IL2RB	NetPath	8700888	IL2	http://pathwaycommons.org/pc2/BiochemicalReaction_f0003d86a5f9d61b60d41954b81c324f;http://pathwaycommons.org/pc2/Catalysis_90b7fbca2b04e45b5dd80c3203ee1418
JAK1	controls-state-change-of	IL2RB	NetPath	8700888	IL2	http://pathwaycommons.org/pc2/BiochemicalReaction_f0003d86a5f9d61b60d41954b81c324f;http://pathwaycommons.org/pc2/Catalysis_90b7fbca2b04e45b5dd80c3203ee1418
JAK1	controls-phosphorylation-of	IL4R	NetPath	10856136;8804422;9181473	IL4	http://pathwaycommons.org/pc2/BiochemicalReaction_2f89a05659bac48d48ba464ef7d8b849;http://pathwaycommons.org/pc2/Catalysis_bcae8a3a5c6f6b6a05cb2ee89164434f
JAK1	controls-state-change-of	IL4R	NetPath	10856136;8804422;9181473	IL4	http://pathwaycommons.org/pc2/BiochemicalReaction_2f89a05659bac48d48ba464ef7d8b849;http://pathwaycommons.org/pc2/Catalysis_bcae8a3a5c6f6b6a05cb2ee89164434f
JAK1	controls-phosphorylation-of	INPP5D	NetPath	10875931;12204103	IL4	http://pathwaycommons.org/pc2/Catalysis_d4eae3aa6aef162e1664b653969c7b72;http://pathwaycommons.org/pc2/BiochemicalReaction_5b31285feaa216f4d203036ad31e4aa2
JAK1	controls-state-change-of	INPP5D	NetPath	10875931;12204103	IL4	http://pathwaycommons.org/pc2/Catalysis_d4eae3aa6aef162e1664b653969c7b72;http://pathwaycommons.org/pc2/BiochemicalReaction_5b31285feaa216f4d203036ad31e4aa2
JAK1	controls-phosphorylation-of	IRS1	NetPath	7499365;7544789	IL2;IL9	http://pathwaycommons.org/pc2/BiochemicalReaction_a732242208e216c942fd4f66b4cdb1ea;http://pathwaycommons.org/pc2/Catalysis_dec17861d7f2717084bfc538e299f448;http://pathwaycommons.org/pc2/BiochemicalReaction_70160ab3a5a30003fadf03ab295ca3de;http://pathwaycommons.org/pc2/Catalysis_220ed7bf5e4a30546f0b1712620d2c9b
JAK1	controls-state-change-of	IRS1	NetPath	7499365;7544789	IL2;IL9	http://pathwaycommons.org/pc2/BiochemicalReaction_a732242208e216c942fd4f66b4cdb1ea;http://pathwaycommons.org/pc2/Catalysis_dec17861d7f2717084bfc538e299f448;http://pathwaycommons.org/pc2/BiochemicalReaction_70160ab3a5a30003fadf03ab295ca3de;http://pathwaycommons.org/pc2/Catalysis_220ed7bf5e4a30546f0b1712620d2c9b
JAK1	controls-phosphorylation-of	IRS2	NetPath	7499365	IL2	http://pathwaycommons.org/pc2/Catalysis_f9f9c3f9ecba2eda4cf40895f18b014a;http://pathwaycommons.org/pc2/BiochemicalReaction_8b3e678acf9281b33e0659f5bea38d73
JAK1	controls-state-change-of	IRS2	NetPath	7499365	IL2	http://pathwaycommons.org/pc2/Catalysis_f9f9c3f9ecba2eda4cf40895f18b014a;http://pathwaycommons.org/pc2/BiochemicalReaction_8b3e678acf9281b33e0659f5bea38d73
JAK1	interacts-with	PIK3R1	NetPath	15021914;9774657	IL2;IL6	http://pathwaycommons.org/pc2/MolecularInteraction_95067da38a48d0e368512e460b98c45d;http://pathwaycommons.org/pc2/MolecularInteraction_a5b8211e0abcebb20e653c14b0cee1fc
