Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
211738.html	P17612	Q14432	PRKACA	PDE3A	5566	5139	ENST00000308677 [P17612-1];ENST00000589994 [P17612-2]	ENST00000359062	direct interaction	biogrid	17124499	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04024
69197.html	P61586	Q9UKW4	RHOA	VAV3	387	10451	ENST00000418115	ENST00000370056 [Q9UKW4-1];ENST00000415432 [Q9UKW4-3];ENST00000527011 [Q9UKW4-4]	direct interaction	biogrid	10523675	0.41838	1	0.646823005156743	High	Small-scale	hsa04062;hsa04660;hsa04670
218176.html	P07333	P62993	CSF1R	GRB2	1436	2885	ENST00000286301 [P07333-1];ENST00000543093 [P07333-2]	ENST00000316615 [P62993-2];ENST00000316804 [P62993-1];ENST00000392562 [P62993-1];ENST00000392563 [P62993-2];ENST00000392564 [P62993-1]	direct interaction;physical association	biogrid	10025673;9380408	0.61305	1	0.782975095389374	High	Small-scale	hsa04151;hsa04380
209247.html	Q9ULV8	P00533	CBLC	EGFR	23624	1956	ENST00000270279 [Q9ULV8-1];ENST00000341505 [Q9ULV8-2]	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	direct interaction;physical association;association	biogrid	22888118;10362357;10571044	0.77204	0.55	0.651630263262841	High	Small-scale	hsa04144
299681.html	P50148	P41595	GNAQ	HTR2B	2776	3357	ENST00000286548	ENST00000258400	direct interaction	hprd	11916537	0.27808	1	0.527332911925664	High	Small-scale	hsa04020;hsa04540;hsa04726;hsa04750
406267.html	P31749	O60825	AKT1	PFKFB2	207	5208	ENST00000349310 [P31749-1];ENST00000402615 [P31749-1];ENST00000407796 [P31749-1];ENST00000554581 [P31749-1];ENST00000554848 [P31749-1];ENST00000555528 [P31749-1]	ENST00000367079 [O60825-2];ENST00000367080 [O60825-1]	direct interaction	hprd	12853467	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04919
225805.html	Q9UJX4	Q9H1A4	ANAPC5	ANAPC1	51433	64682	ENST00000261819 [Q9UJX4-1];ENST00000441917 [Q9UJX4-3]	ENST00000341068	physical association;association	intact	20360068;11076961;12956947	0.64849	1	0.805288768082605	High	Small-scale	hsa04110
309831.html	P23458	P51692	JAK1	STAT5B	3716	6777	ENST00000342505	ENST00000293328	direct interaction;physical association	biogrid	9047382	0.50791	1	0.712678047929077	High	Small-scale	hsa04630;hsa05161;hsa05162;hsa05166
207440.html	O75376	P10828	NCOR1	THRB	9611	7068	ENST00000268712 [O75376-1];ENST00000395848 [O75376-3];ENST00000395851 [O75376-2]	ENST00000280696 [P10828-2];ENST00000356447 [P10828-1];ENST00000396671 [P10828-1];ENST00000416420 [P10828-1]	direct interaction;physical association	intact	17242407;15336696;7566114;14985366;19211732;20956942;11903058;9121466;25572392	0.94339	0.6	0.752352311088362	High	Small-scale	hsa04919
172955.html	Q13094	Q08881	LCP2	ITK	3937	3702	ENST00000046794	ENST00000422843	direct interaction;physical association;association	intact	12190313;10636929;15388330;17420479;21725281;10556826	0.8891	1	0.942920993509	High	Small-scale	hsa04660
503655.html	P26441	P40189	CNTF	IL6ST	1270	3572	ENST00000361987	ENST00000336909 [P40189-1];ENST00000381287 [P40189-2];ENST00000381294 [P40189-3];ENST00000381298 [P40189-1];ENST00000502326 [P40189-1];ENST00000522633 [P40189-2]	direct interaction	intact	16051226;12643274	0.54423	0.6	0.571435035677722	High	Small-scale	hsa04060;hsa04630
508822.html	P10451	P05556	SPP1	ITGB1	6696	3688	ENST00000237623 [P10451-5];ENST00000360804 [P10451-3];ENST00000395080 [P10451-1];ENST00000614857 [P10451-4]	ENST00000302278 [P05556-1];ENST00000396033 [P05556-1];ENST00000423113 [P05556-5]	direct interaction	biogrid	10593924;7592829	0.54423	0.6	0.571435035677722	High	Small-scale	hsa04151;hsa04510;hsa04512
238469.html	Q09472	P15923	EP300	TCF3	2033	6929	ENST00000263253	ENST00000262965 [P15923-1];ENST00000395423 [P15923-3];ENST00000588136 [P15923-2];ENST00000611869 [P15923-1]	direct interaction;physical association	biogrid	14752053;22207202;12435739	0.74811	0.6	0.669974626385209	High	Small-scale	hsa05166
318868.html	P55064	P55064	AQP5	AQP5	362	362	ENST00000293599	ENST00000293599	direct interaction	dip	18768791	0.47896	1	0.692069360685763	High	Small-scale	hsa04970
152252.html	Q9UBE8	Q9NQB0	NLK	TCF7L2	51701	6934	ENST00000407008	ENST00000352065 [Q9NQB0-12];ENST00000355717 [Q9NQB0-11];ENST00000355995 [Q9NQB0-1];ENST00000369397 [Q9NQB0-8];ENST00000538897 [Q9NQB0-6];ENST00000627217 [Q9NQB0-7]	physical association	biogrid	12556497	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04310
432879.html	Q9NQC7	Q9Y4K3	CYLD	TRAF6	1540	7189	ENST00000311559 [Q9NQC7-1];ENST00000398568 [Q9NQC7-2];ENST00000427738 [Q9NQC7-1];ENST00000564326 [Q9NQC7-2];ENST00000569418 [Q9NQC7-2]	ENST00000348124;ENST00000526995	direct interaction;physical association	biogrid	20622874;26056944;16230348;12917691	0.76301	0.6	0.676613626821098	High	Small-scale	hsa04380
311866.html	P16234	Q06124	PDGFRA	PTPN11	5156	5781	ENST00000257290 [P16234-1];ENST00000508170 [P16234-2];ENST00000509490 [P16234-3]	ENST00000351677 [Q06124-2];ENST00000392597 [Q06124-3];ENST00000635625 [Q06124-1]	direct interaction	hprd	8943348	0.27808	1	0.527332911925664	High	Small-scale	hsa04072
485127.html	P24941	Q13616	CDK2	CUL1	1017	8454	ENST00000266970 [P24941-1];ENST00000354056 [P24941-2]	ENST00000325222;ENST00000409469;ENST00000602748	physical association	biogrid	26186194;21145461;9636170	0.68347	0.6	0.640376451784417	High	Small-scale	hsa04110
431992.html	Q92985	P51617	IRF7	IRAK1	3665	3654	ENST00000330243 [Q92985-4];ENST00000348655 [Q92985-2];ENST00000397566 [Q92985-4];ENST00000397574 [Q92985-1];ENST00000469048 [Q92985-3];ENST00000533182 [Q92985-3];ENST00000612534 [Q92985-4];ENST00000621391 [Q92985-1];ENST00000632827 [Q92985-4];ENST00000633274 [Q92985-3];ENST00000633943 [Q92985-2];ENST00000634105 [Q92985-3]	ENST00000369974 [P51617-4];ENST00000369980 [P51617-1];ENST00000393687 [P51617-2]	direct interaction;physical association;association	intact	15767370;21903422	0.72613	0.6	0.660059088264074	High	Small-scale	hsa04620;hsa05162
327855.html	Q13480	P08581	GAB1	MET	2549	4233	ENST00000262994 [Q13480-1];ENST00000262995 [Q13480-2]	ENST00000318493 [P08581-2];ENST00000397752 [P08581-1];ENST00000436117 [P08581-3]	direct interaction;physical association	intact	10913131;10734310;10871282;10995442;9242692	0.79708	1	0.892793369151003	High	Small-scale	hsa01521;hsa05100;hsa05205;hsa05211
54230.html	P30273	O76036	FCER1G	NCR1	2207	9437	ENST00000289902	ENST00000350790 [O76036-3];ENST00000357397 [O76036-5];ENST00000610621 [O76036-1];ENST00000610753 [O76036-3];ENST00000611098 [O76036-5];ENST00000611105 [O76036-3];ENST00000611561 [O76036-1];ENST00000611942 [O76036-2];ENST00000612239 [O76036-6];ENST00000612384 [O76036-3];ENST00000612403 [O76036-1];ENST00000612577 [O76036-3];ENST00000612645 [O76036-3];ENST00000612896 [O76036-1];ENST00000613135 [O76036-5];ENST00000613294 [O76036-5];ENST00000613556 [O76036-5];ENST00000613768 [O76036-5];ENST00000614638 [O76036-2];ENST00000615207 [O76036-5];ENST00000615622 [O76036-1];ENST00000615651 [O76036-5];ENST00000615717 [O76036-1];ENST00000616307 [O76036-1];ENST00000616677 [O76036-5];ENST00000617145 [O76036-3];ENST00000617154 [O76036-1];ENST00000617304 [O76036-2];ENST00000617784 [O76036-1];ENST00000617861 [O76036-2];ENST00000617973 [O76036-2];ENST00000618973 [O76036-2];ENST00000619067 [O76036-1];ENST00000619077 [O76036-1];ENST00000619451 [O76036-6];ENST00000619679 [O76036-2];ENST00000620180 [O76036-3];ENST00000620296 [O76036-2];ENST00000620757 [O76036-2];ENST00000620921 [O76036-3];ENST00000621059 [O76036-4];ENST00000621164 [O76036-5];ENST00000621652 [O76036-4];ENST00000621792 [O76036-1];ENST00000622270 [O76036-3];ENST00000639155 [O76036-5];ENST00000640377 [O76036-5];ENST00000640753 [O76036-3];ENST00000640987 [O76036-3]	direct interaction;physical association	intact	10049942	0.46361	0.6	0.527414448038732	High	Small-scale	hsa04650
258117.html	Q13489	P42574	BIRC3	CASP3	330	836	ENST00000263464;ENST00000532808;ENST00000615299	ENST00000308394;ENST00000523916	direct interaction;physical association	biogrid	17069460;9384571	0.58918	0.6	0.594565387489047	High	Small-scale	hsa01524;hsa04210;hsa05145
163770.html	P29350	P29597	PTPN6	TYK2	5777	7297	ENST00000318974 [P29350-1];ENST00000399448 [P29350-3];ENST00000456013 [P29350-4]	ENST00000264818;ENST00000525621	direct interaction;physical association	biogrid	7629131;8780698	0.62675	1	0.791675438547894	High	Small-scale	hsa04630
519072.html	P01589	P51692	IL2RA	STAT5B	3559	6777	ENST00000379959	ENST00000293328	direct interaction	hprd	10602027	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04658;hsa04659
111373.html	P20701	P05362	ITGAL	ICAM1	3683	3383	ENST00000356798 [P20701-1];ENST00000358164 [P20701-3]	ENST00000264832	direct interaction;association	intact	11786177;12526797;11279101;16595626	0.79331	1	0.890679515875379	High	Small-scale	hsa04514;hsa05144;hsa05166
464996.html	P27361	P51452	MAPK3	DUSP3	5595	1845	ENST00000263025 [P27361-1];ENST00000322266 [P27361-2];ENST00000395199 [P27361-3];ENST00000395202 [P27361-2]	ENST00000226004 [P51452-1]	direct interaction;physical association;dephosphorylation reaction	intact	10224087;12840032	0.66011	1	0.812471537963023	High	Small-scale	hsa04010
28969.html	P01112	O15211	HRAS	RGL2	3265	5863	ENST00000311189 [P01112-1];ENST00000397594 [P01112-2];ENST00000397596 [P01112-1];ENST00000417302 [P01112-2];ENST00000451590 [P01112-1];ENST00000493230 [P01112-2];ENST00000610977 [P01112-1];ENST00000615062 [P01112-1];ENST00000616241 [P01112-2];ENST00000631404 [P01112-1];ENST00000631967 [P01112-2];ENST00000634098 [P01112-2]	ENST00000383204 [O15211-1];ENST00000413136 [O15211-1];ENST00000416548 [O15211-1];ENST00000452084 [O15211-1];ENST00000497454 [O15211-1]	direct interaction;physical association	intact	8939933;15031288;20936779	0.74157	1	0.861144587162922	High	Small-scale	hsa04014
134016.html	P01236	P16471	PRL	PRLR	5617	5618	ENST00000306482	ENST00000231423 [P16471-4];ENST00000310101 [P16471-5];ENST00000348262 [P16471-7];ENST00000509140 [P16471-6];ENST00000511486 [P16471-2];ENST00000513753 [P16471-6];ENST00000514088 [P16471-7];ENST00000542609 [P16471-4];ENST00000618457 [P16471-1];ENST00000619676 [P16471-5];ENST00000620785 [P16471-2]	direct interaction;physical association	intact	22325776;10966654;7984244;9626554;23048206	0.83527	1	0.913931069610832	High	Small-scale	hsa04060;hsa04080;hsa04151;hsa04630;hsa04917
297906.html	Q99062	P09919	CSF3R	CSF3	1441	1440	ENST00000331941 [Q99062-4];ENST00000361632 [Q99062-1];ENST00000373103 [Q99062-3];ENST00000373104 [Q99062-4];ENST00000373106 [Q99062-1]	ENST00000225474 [P09919-1];ENST00000394148 [P09919-3];ENST00000394149 [P09919-2]	direct interaction	dip	10364174;16492764	0.54423	0.55	0.547107393479562	High	Small-scale	hsa04060;hsa04151;hsa04630
376132.html	Q9UN37	Q7LBR1	VPS4A	CHMP1B	27183	57132	ENST00000254950	ENST00000526991	direct interaction;physical association	intact	16730941;14505570;11559748;17928862	0.7757	0.6	0.682216974283109	High	Small-scale	hsa04144
474817.html	P17612	Q9UD71	PRKACA	PPP1R1B	5566	84152	ENST00000308677 [P17612-1];ENST00000589994 [P17612-2]	ENST00000254079 [Q9UD71-1];ENST00000394265 [Q9UD71-2];ENST00000394267 [Q9UD71-2];ENST00000580825 [Q9UD71-1]	direct interaction	hprd	10604473	0.27808	0.55	0.391080554361886	High	Small-scale	hsa04024;hsa04728;hsa05034
77886.html	Q9Y6I3	P00533	EPN1	EGFR	29924	1956	ENST00000085079 [Q9Y6I3-3];ENST00000270460 [Q9Y6I3-2];ENST00000411543 [Q9Y6I3-1]	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	physical association	biogrid	21226813;19054389;15701692	0.68347	0.55	0.613113774107221	High	Small-scale	hsa04144
258545.html	P55273	Q00534	CDKN2D	CDK6	1032	1021	ENST00000335766;ENST00000393599	ENST00000265734;ENST00000424848	direct interaction;physical association;association	intact	26186194;unassigned1304;25416956;9751051;9751050;23602568;27107012	0.93168	1	0.96523572250513	High	Small-scale	hsa04110
403816.html	Q9UM11	Q9UJX5	FZR1	ANAPC4	51343	29945	ENST00000313639 [Q9UM11-3];ENST00000395095 [Q9UM11-1];ENST00000441788 [Q9UM11-2]	ENST00000315368 [Q9UJX5-1];ENST00000510092 [Q9UJX5-3]	direct interaction;physical association;association	biogrid	25043029;12956947;26083744;23078409;25673878	0.82165	1	0.906449116056715	High	Small-scale	hsa04914
28891.html	Q13164	Q13163	MAPK7	MAP2K5	5598	5607	ENST00000299612 [Q13164-2];ENST00000308406 [Q13164-1];ENST00000395602 [Q13164-1];ENST00000395604 [Q13164-1]	ENST00000178640 [Q13163-1];ENST00000354498 [Q13163-4];ENST00000395476 [Q13163-2]	direct interaction;physical association	intact	24975362;unassigned1304;7759517	0.77708	1	0.881521412105231	High	Small-scale	hsa04010;hsa04540;hsa04722;hsa04921
267148.html	Q8WV28	P15498	BLNK	VAV1	29760	7409	ENST00000224337 [Q8WV28-1];ENST00000371176 [Q8WV28-2];ENST00000413476 [Q8WV28-3]	ENST00000596764 [P15498-2];ENST00000602142 [P15498-1]	direct interaction;physical association	biogrid	9697839	0.46361	1	0.680889124601062	High	Small-scale	hsa04662
215520.html	Q12933	Q15750	TRAF2	TAB1	7186	10454	ENST00000247668 [Q12933-1]	ENST00000216160 [Q15750-1];ENST00000331454 [Q15750-2]	physical association	intact	14743216	0.44248	0.6	0.515255276537757	High	High-throughput	hsa04064;hsa04380
441724.html	O75144	Q9Y6W8	ICOSLG	ICOS	102723996;23308	29851	ENST00000344330 [O75144-2];ENST00000400377 [O75144-3];ENST00000407780 [O75144-1]	ENST00000316386 [Q9Y6W8-1];ENST00000435193 [Q9Y6W8-2]	direct interaction	biogrid	11023515;11956294;10657606	0.62067	0.9	0.747397484609093	High	Small-scale	hsa04514;hsa04672
95044.html	Q9NRA1	P16234	PDGFC	PDGFRA	56034	5156	ENST00000422544 [Q9NRA1-2];ENST00000502773 [Q9NRA1-1]	ENST00000257290 [P16234-1];ENST00000508170 [P16234-2];ENST00000509490 [P16234-3]	direct interaction;physical association	intact	10806482;20534510;11297552;11342471	0.81749	0.6	0.700352768253257	High	Small-scale	hsa01521;hsa04014;hsa04015;hsa04060;hsa04072;hsa04151;hsa04510;hsa04540;hsa05215;hsa05218;hsa05231
124786.html	P46940	P28482	IQGAP1	MAPK1	8826	5594	ENST00000268182	ENST00000215832 [P28482-1];ENST00000398822 [P28482-1];ENST00000544786 [P28482-2]	direct interaction;physical association;association	biogrid	15655247;1497021909368021	0.6044	0.6	0.602195981388119	High	Small-scale	hsa05205
375611.html	P05067	O00213	APP	APBB1	351	322	ENST00000346798 [P05067-1];ENST00000348990 [P05067-4];ENST00000354192 [P05067-10];ENST00000357903 [P05067-8];ENST00000358918 [P05067-9];ENST00000440126 [P05067-11]	ENST00000299402 [O00213-2];ENST00000311051 [O00213-2];ENST00000530885 [O00213-3];ENST00000608394 [O00213-4];ENST00000608645 [O00213-4];ENST00000608655 [O00213-5];ENST00000608704 [O00213-4];ENST00000609331 [O00213-6];ENST00000609360 [O00213-1]	direct interaction;physical association;association	intact	23663107;15044485;8855266;9837937;9045663;16049941;20205790;18096514;10081969;16223726;15331662;17368826;21968187;9461550;8887653	0.96929	1	0.98452526630859	High	Small-scale	hsa05010
469528.html	Q8N5V2	P54764	NGEF	EPHA4	25791	2043	ENST00000264051 [Q8N5V2-1];ENST00000373552 [Q8N5V2-3];ENST00000409079 [Q8N5V2-2]	ENST00000281821 [P54764-1];ENST00000409938 [P54764-1]	direct interaction;physical association	biogrid	11336673	0.50791	1	0.712678047929077	High	Small-scale	hsa04360
111527.html	Q13094	P62993	LCP2	GRB2	3937	2885	ENST00000046794	ENST00000316615 [P62993-2];ENST00000316804 [P62993-1];ENST00000392562 [P62993-1];ENST00000392563 [P62993-2];ENST00000392564 [P62993-1]	direct interaction;physical association;association	intact	15929943;10224278;12176364;unassigned1304;10204582;7706237;17235283;25416956;11314042;8695800;8995445;9716598;19380743;20936779	0.96572	1	0.982710537238713	High	Small-scale	hsa04650
257645.html	O15520	P21802	FGF10	FGFR2	2255	2263	ENST00000264664	ENST00000346997 [P21802-5];ENST00000356226 [P21802-20];ENST00000357555 [P21802-21];ENST00000358487 [P21802-1];ENST00000359354 [P21802-14];ENST00000360144 [P21802-22];ENST00000369056 [P21802-17];ENST00000369058 [P21802-13];ENST00000369060 [P21802-15];ENST00000369061 [P21802-23];ENST00000457416 [P21802-3]	direct interaction;physical association	intact	25241761;9582367;10339576;12591959	0.77788	1	0.881975056336629	High	Small-scale	hsa04010;hsa04014;hsa04015;hsa04151;hsa05200
270780.html	Q15796	O43541	SMAD2	SMAD6	4087	4091	ENST00000262160 [Q15796-1];ENST00000356825 [Q15796-2];ENST00000402690 [Q15796-1];ENST00000586040 [Q15796-2]	ENST00000288840 [O43541-1];ENST00000557916 [O43541-4]	physical association	biogrid	9256479	0.3819	1	0.617980582219215	High	Small-scale	hsa04350
527563.html	P38919	Q9Y5S9	EIF4A3	RBM8A	9775	9939	ENST00000269349	ENST00000369307 [Q9Y5S9-2];ENST00000583313 [Q9Y5S9-1];ENST00000632555 [Q9Y5S9-1]	direct interaction;physical association;association	intact	23084401;19478851;16209946;16601204;23085716;18066079;20371770;19410547;19417104;22961380;14730019	0.95005	0.6	0.755003311251017	High	Small-scale	hsa03013
218781.html	P19838	P19838	NFKB1	NFKB1	4790	4790	ENST00000226574 [P19838-2];ENST00000394820 [P19838-1];ENST00000505458 [P19838-1];ENST00000600343 [P19838-3]	ENST00000226574 [P19838-2];ENST00000394820 [P19838-1];ENST00000505458 [P19838-1];ENST00000600343 [P19838-3]	direct interaction;physical association;association	intact	15043934;15169888;9738011;9368006;14645533;14743216;11943214;1508666;14678988;12832462;11880271;12414801;8428580;21988832;8139561;25609649;8887676;9722548	0.96707	1	0.983397173068949	High	Small-scale	hsa05161
348080.html	Q9HAV4	P62826	XPO5	RAN	57510	5901	ENST00000265351	ENST00000392369;ENST00000543796	direct interaction;physical association	intact	11777942;20951941	0.68985	1	0.830572091994428	High	Small-scale	hsa03013
452906.html	P31749	P49815	AKT1	TSC2	207	7249	ENST00000349310 [P31749-1];ENST00000402615 [P31749-1];ENST00000407796 [P31749-1];ENST00000554581 [P31749-1];ENST00000554848 [P31749-1];ENST00000555528 [P31749-1]	ENST00000219476 [P49815-1];ENST00000350773 [P49815-4];ENST00000382538 [P49815-7];ENST00000401874 [P49815-5];ENST00000439673 [P49815-6]	direct interaction;physical association	biogrid	12167664;12150915;15342917;12438239	0.77233	0.6	0.680733428002474	High	Small-scale	hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04910;hsa04919;hsa05231
347770.html	Q08209	Q13469	PPP3CA	NFATC2	5530	4773	ENST00000323055 [Q08209-3];ENST00000394853 [Q08209-2];ENST00000394854 [Q08209-1];ENST00000512215 [Q08209-4]	ENST00000371564 [Q13469-2];ENST00000396009 [Q13469-1];ENST00000414705 [Q13469-3];ENST00000609507 [Q13469-5];ENST00000609943 [Q13469-4];ENST00000610033 [Q13469-5]	direct interaction	dip	24954618	0.47896	0.55	0.513252374568301	High	Small-scale	hsa04022;hsa04310;hsa04360;hsa04370;hsa04650;hsa04658;hsa04659;hsa04660;hsa04662;hsa04921;hsa05166
417896.html	O00206	Q8IUC6	TLR4	TICAM1	7099	148022	ENST00000355622 [O00206-1];ENST00000394487 [O00206-2]	ENST00000248244	physical association	biogrid	25736436;19656901	0.56901	0.6	0.584299580694698	High	Small-scale	hsa04064;hsa04621;hsa05142;hsa05164
174894.html	P15927	P54132	RPA2	BLM	6118	641	ENST00000313433 [P15927-3];ENST00000373909 [P15927-2];ENST00000373912 [P15927-1]	ENST00000355112	physical association;association	intact	24126761;24332808;12724401;15775963	0.74011	0.6	0.666382772886575	High	Small-scale	hsa03460
481034.html	P05412	P45984	JUN	MAPK9	3725	5601	ENST00000371222	ENST00000343111 [P45984-3];ENST00000393360 [P45984-2];ENST00000425491 [P45984-5];ENST00000452135 [P45984-1];ENST00000455781 [P45984-4]	phosphorylation reaction;direct interaction;physical association	intact	16824735;8945519;1922387;8001819;8985011;9405416;19527717;11278395;16533805;8654373;10490605;17189706;17875713;19910486;12788955	0.97099	0.6	0.763278455087002	High	Small-scale	hsa01522;hsa04010;hsa04012;hsa04210;hsa04380;hsa04510;hsa04620;hsa04621;hsa04658;hsa04659;hsa04660;hsa04668;hsa04722;hsa04912;hsa04933;hsa05120;hsa05132;hsa05133;hsa05142;hsa05161;hsa05164;hsa05168;hsa05169
380407.html	P26678	P17612	PLN	PRKACA	5350	5566	ENST00000357525	ENST00000308677 [P17612-1];ENST00000589994 [P17612-2]	direct interaction	hprd	3759968;9468536	0.40393	0.9	0.602940295551724	High	Small-scale	hsa04020;hsa04024;hsa04261;hsa05414
