#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-739580	intact:EBI-535849	uniprotkb:Q13137	uniprotkb:Q8WVV9	psi-mi:caco2_human|psi-mi:CALCOCO2|uniprotkb:B4DDC4|uniprotkb:E7ENK0|uniprotkb:Q53FQ5|uniprotkb:Q53HB5|uniprotkb:Q6IBN9|uniprotkb:Q9BTF7|uniprotkb:B2RBT0|uniprotkb:B4E0C0|uniprotkb:E7ETP5|uniprotkb:B4DDT4|uniprotkb:B4DP36|uniprotkb:E9PBE5|uniprotkb:CALCOCO2|uniprotkb:NDP52|uniprotkb:Nuclear domain 10 protein NDP52|uniprotkb:Antigen nuclear dot 52 kDa protein|uniprotkb:Nuclear dot protein 52	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468488	intact-miscore:0.36784992
intact:EBI-2349927	intact:EBI-16468000	uniprotkb:Q5JST6	uniprotkb:A0A0S2Z5U3	psi-mi:efhc2_human|psi-mi:EFHC2|uniprotkb:Q9H653|uniprotkb:Q5JST8|uniprotkb:Q68DK4|uniprotkb:Q8NEI0|uniprotkb:EFHC2	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468472	intact-miscore:0.36784992
intact:EBI-741515	intact:EBI-16468000	uniprotkb:Q9NVV9	uniprotkb:A0A0S2Z5U3	psi-mi:thap1_human|psi-mi:THAP1|uniprotkb:Q53FQ1|uniprotkb:Q6IA99|uniprotkb:A6NCB6|uniprotkb:D3DSY5|uniprotkb:H9KV49|uniprotkb:THAP1	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468456	intact-miscore:0.36784992
intact:EBI-741515	intact:EBI-535849	uniprotkb:Q9NVV9	uniprotkb:Q8WVV9	psi-mi:thap1_human|psi-mi:THAP1|uniprotkb:Q53FQ1|uniprotkb:Q6IA99|uniprotkb:A6NCB6|uniprotkb:D3DSY5|uniprotkb:H9KV49|uniprotkb:THAP1	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468440	intact-miscore:0.36784992
intact:EBI-711810	intact:EBI-16468000	uniprotkb:O14503	uniprotkb:A0A0S2Z5U3	psi-mi:bhe40_human|psi-mi:BHLHE40|uniprotkb:Q96TD3|uniprotkb:BHLHE40|uniprotkb:Differentially expressed in chondrocytes protein 1|uniprotkb:Enhancer-of-split and hairy-related protein 2|uniprotkb:Stimulated by retinoic acid gene 13 protein|uniprotkb:BHLHB2|uniprotkb:DEC1|uniprotkb:SHARP2|uniprotkb:STRA13|uniprotkb:Class B basic helix-loop-helix protein 2	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468392	intact-miscore:0.36784992
intact:EBI-711810	intact:EBI-535849	uniprotkb:O14503	uniprotkb:Q8WVV9	psi-mi:bhe40_human|psi-mi:BHLHE40|uniprotkb:Q96TD3|uniprotkb:BHLHE40|uniprotkb:Differentially expressed in chondrocytes protein 1|uniprotkb:Enhancer-of-split and hairy-related protein 2|uniprotkb:Stimulated by retinoic acid gene 13 protein|uniprotkb:BHLHB2|uniprotkb:DEC1|uniprotkb:SHARP2|uniprotkb:STRA13|uniprotkb:Class B basic helix-loop-helix protein 2	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468376	intact-miscore:0.36784992
intact:EBI-740098	intact:EBI-16468000	uniprotkb:P36406	uniprotkb:A0A0S2Z5U3	psi-mi:tri23_human|psi-mi:TRIM23|uniprotkb:Q9BZY4|uniprotkb:Q9BZY5|uniprotkb:TRIM23|uniprotkb:ARD1|uniprotkb:ARFD1|uniprotkb:RNF46|uniprotkb:ADP-ribosylation factor domain-containing protein 1|uniprotkb:Tripartite motif-containing protein 23|uniprotkb:RING finger protein 46|uniprotkb:GTP-binding protein ARD-1|uniprotkb:RING-type E3 ubiquitin transferase TRIM23	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468360	intact-miscore:0.36784992
intact:EBI-740098	intact:EBI-535849	uniprotkb:P36406	uniprotkb:Q8WVV9	psi-mi:tri23_human|psi-mi:TRIM23|uniprotkb:Q9BZY4|uniprotkb:Q9BZY5|uniprotkb:TRIM23|uniprotkb:ARD1|uniprotkb:ARFD1|uniprotkb:RNF46|uniprotkb:ADP-ribosylation factor domain-containing protein 1|uniprotkb:Tripartite motif-containing protein 23|uniprotkb:RING finger protein 46|uniprotkb:GTP-binding protein ARD-1|uniprotkb:RING-type E3 ubiquitin transferase TRIM23	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468344	intact-miscore:0.36784992
intact:EBI-447677	intact:EBI-16469141	uniprotkb:Q99836	uniprotkb:F8VVZ1	psi-mi:myd88_human|psi-mi:MYD88|uniprotkb:P78397|uniprotkb:Q53XS7|uniprotkb:B4DKH8|uniprotkb:B4DKU4|uniprotkb:J3KPU4|uniprotkb:J3KQ87|uniprotkb:J3KQJ6|uniprotkb:B4DQ60|uniprotkb:B4DQ72|uniprotkb:MYD88	psi-mi:f8vvz1_human|psi-mi:IRAK4|uniprotkb:IRAK4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469144	intact-miscore:0.36784992
intact:EBI-740738	intact:EBI-725432	uniprotkb:O95751	uniprotkb:P49441	psi-mi:ldoc1_human|psi-mi:LDOC1|uniprotkb:Q6IAR6|uniprotkb:Leucine zipper protein down-regulated in cancer cells|uniprotkb:LDOC1|uniprotkb:BCUR1	psi-mi:inpp_human|psi-mi:INPP1|uniprotkb:INPP1	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469125	intact-miscore:0.36784992
intact:EBI-2811738	intact:EBI-725432	uniprotkb:P20393	uniprotkb:P49441	psi-mi:nr1d1_human|psi-mi:NR1D1|uniprotkb:Q15304|uniprotkb:Q0P5Z4|uniprotkb:NR1D1|uniprotkb:EAR1|uniprotkb:HREV|uniprotkb:THRAL|uniprotkb:Rev-erbA-alpha|uniprotkb:V-erbA-related protein 1	psi-mi:inpp_human|psi-mi:INPP1|uniprotkb:INPP1	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469109	intact-miscore:0.36784992
intact:EBI-739624	intact:EBI-16469090	uniprotkb:Q8NHQ1	-	psi-mi:cep70_human|psi-mi:CEP70|uniprotkb:Q96B31|uniprotkb:Q9H2C3|uniprotkb:Q9H2Z1|uniprotkb:Q9H940|uniprotkb:D3DNE9|uniprotkb:B7Z5I8|uniprotkb:B7Z7E8|uniprotkb:F5GZX8|uniprotkb:CEP70|uniprotkb:BITE|uniprotkb:p10-binding protein	psi-mi:"ccsb isoform id: hspd1_4"|psi-mi:EBI-16469090	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469093	intact-miscore:0.36784992
intact:EBI-739624	intact:EBI-16469071	uniprotkb:Q8NHQ1	-	psi-mi:cep70_human|psi-mi:CEP70|uniprotkb:Q96B31|uniprotkb:Q9H2C3|uniprotkb:Q9H2Z1|uniprotkb:Q9H940|uniprotkb:D3DNE9|uniprotkb:B7Z5I8|uniprotkb:B7Z7E8|uniprotkb:F5GZX8|uniprotkb:CEP70|uniprotkb:BITE|uniprotkb:p10-binding protein	psi-mi:"ccsb isoform id: hspd1_2"|psi-mi:EBI-16469071	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469074	intact-miscore:0.36784992
intact:EBI-716006	intact:EBI-16468000	uniprotkb:Q9Y5V3	uniprotkb:A0A0S2Z5U3	psi-mi:magd1_human|psi-mi:MAGED1|uniprotkb:Q5VSH6|uniprotkb:Q8IZ84|uniprotkb:Q8WY92|uniprotkb:Q9H352|uniprotkb:Q9HBT4|uniprotkb:Q9UF36|uniprotkb:MAGE-D1 antigen|uniprotkb:Neurotrophin receptor-interacting MAGE homolog|uniprotkb:MAGE tumor antigen CCF|uniprotkb:MAGED1|uniprotkb:NRAGE|uniprotkb:PRO2292|uniprotkb:PP2250	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469055	intact-miscore:0.36784992
intact:EBI-716006	intact:EBI-535849	uniprotkb:Q9Y5V3	uniprotkb:Q8WVV9	psi-mi:magd1_human|psi-mi:MAGED1|uniprotkb:Q5VSH6|uniprotkb:Q8IZ84|uniprotkb:Q8WY92|uniprotkb:Q9H352|uniprotkb:Q9HBT4|uniprotkb:Q9UF36|uniprotkb:MAGE-D1 antigen|uniprotkb:Neurotrophin receptor-interacting MAGE homolog|uniprotkb:MAGE tumor antigen CCF|uniprotkb:MAGED1|uniprotkb:NRAGE|uniprotkb:PRO2292|uniprotkb:PP2250	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469039	intact-miscore:0.36784992
intact:EBI-10173507	intact:EBI-16468000	uniprotkb:Q6UY14-3	uniprotkb:A0A0S2Z5U3	psi-mi:q6uy14-3|psi-mi:ADAMTSL4|uniprotkb:TSRC1|uniprotkb:Thrombospondin repeat-containing protein 1|uniprotkb:PP1396|uniprotkb:UNQ2803/PRO34012|uniprotkb:ADAMTSL4	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469020	intact-miscore:0.36784992
intact:EBI-10173507	intact:EBI-535849	uniprotkb:Q6UY14-3	uniprotkb:Q8WVV9	psi-mi:q6uy14-3|psi-mi:ADAMTSL4|uniprotkb:TSRC1|uniprotkb:Thrombospondin repeat-containing protein 1|uniprotkb:PP1396|uniprotkb:UNQ2803/PRO34012|uniprotkb:ADAMTSL4	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469001	intact-miscore:0.36784992
intact:EBI-742487	intact:EBI-16468000	uniprotkb:O43597	uniprotkb:A0A0S2Z5U3	psi-mi:spy2_human|psi-mi:SPRY2|uniprotkb:Q5T6Z7|uniprotkb:B2R9J9|uniprotkb:SPRY2	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468985	intact-miscore:0.36784992
intact:EBI-742487	intact:EBI-535849	uniprotkb:O43597	uniprotkb:Q8WVV9	psi-mi:spy2_human|psi-mi:SPRY2|uniprotkb:Q5T6Z7|uniprotkb:B2R9J9|uniprotkb:SPRY2	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468969	intact-miscore:0.36784992
intact:EBI-304185	intact:EBI-16468000	uniprotkb:P61978	uniprotkb:A0A0S2Z5U3	psi-mi:hnrpk_human|psi-mi:HNRNPK|uniprotkb:Q07244|uniprotkb:Q15671|uniprotkb:Q59F98|uniprotkb:Q60577|uniprotkb:Q922Y7|uniprotkb:Q96J62|uniprotkb:Q5T6W4|uniprotkb:Q6IBN1|uniprotkb:HNRNPK|uniprotkb:HNRPK|uniprotkb:Transformation up-regulated nuclear protein|intact:EBI-3440248	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468953	intact-miscore:0.36784992
intact:EBI-742268	intact:EBI-16468000	uniprotkb:O75478	uniprotkb:A0A0S2Z5U3	psi-mi:tad2a_human|psi-mi:TADA2A|uniprotkb:A8MVD0|uniprotkb:B3KMU9|uniprotkb:Q9UCW2|uniprotkb:Q9UP49|uniprotkb:Q9BVJ0|uniprotkb:TADA2A|uniprotkb:TADA2L|uniprotkb:Transcriptional adapter 2-like|uniprotkb:KL04P|intact:EBI-1204772	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468937	intact-miscore:0.36784992
intact:EBI-742268	intact:EBI-535849	uniprotkb:O75478	uniprotkb:Q8WVV9	psi-mi:tad2a_human|psi-mi:TADA2A|uniprotkb:A8MVD0|uniprotkb:B3KMU9|uniprotkb:Q9UCW2|uniprotkb:Q9UP49|uniprotkb:Q9BVJ0|uniprotkb:TADA2A|uniprotkb:TADA2L|uniprotkb:Transcriptional adapter 2-like|uniprotkb:KL04P|intact:EBI-1204772	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468921	intact-miscore:0.36784992
intact:EBI-302345	intact:EBI-16469190	uniprotkb:Q8ND90	uniprotkb:P26440-2	psi-mi:pnma1_human|psi-mi:PNMA1|uniprotkb:O95144|uniprotkb:Q8NG07|uniprotkb:A8K4L5|uniprotkb:PNMA1|uniprotkb:MA1|uniprotkb:Neuron- and testis-specific protein 1|uniprotkb:37 kDa neuronal protein	psi-mi:p26440-2|psi-mi:IVD|uniprotkb:IVD	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469196	intact-miscore:0.36784992
intact:EBI-302345	intact:EBI-2866408	uniprotkb:Q8ND90	uniprotkb:P26440	psi-mi:pnma1_human|psi-mi:PNMA1|uniprotkb:O95144|uniprotkb:Q8NG07|uniprotkb:A8K4L5|uniprotkb:PNMA1|uniprotkb:MA1|uniprotkb:Neuron- and testis-specific protein 1|uniprotkb:37 kDa neuronal protein	psi-mi:ivd_human|psi-mi:IVD|uniprotkb:J3KR54|uniprotkb:Q53XZ9|uniprotkb:Q96AF6|uniprotkb:B2RCV5|uniprotkb:B3KVI7|uniprotkb:IVD	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469174	intact-miscore:0.36784992
intact:EBI-16439278	intact:EBI-16469235	uniprotkb:Q6FHY5	uniprotkb:A0A0S2Z5P4	psi-mi:q6fhy5_human|psi-mi:MEOX2|uniprotkb:MEOX2	psi-mi:a0a0s2z5p4_human|psi-mi:JMJD5|uniprotkb:JMJD5	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469241	intact-miscore:0.36784992
intact:EBI-11085298	intact:EBI-16469260	uniprotkb:Q9UHX1-6	uniprotkb:A0A0S2Z5A4	psi-mi:q9uhx1-6|psi-mi:PUF60|uniprotkb:PUF60|uniprotkb:"60 kDa poly(U)-binding-splicing factor"|uniprotkb:FIR|uniprotkb:FUSE-binding protein-interacting repressor|uniprotkb:ROBPI|uniprotkb:Ro-binding protein 1|uniprotkb:SIAHBP1|uniprotkb:Siah-binding protein 1	psi-mi:a0a0s2z5a4_human|psi-mi:KIAA0907|uniprotkb:KIAA0907	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469263	intact-miscore:0.36784992
intact:EBI-6654703	intact:EBI-16469260	uniprotkb:Q14498-3	uniprotkb:A0A0S2Z5A4	psi-mi:q14498-3|psi-mi:RBM39|uniprotkb:RBM39|uniprotkb:HCC1|uniprotkb:RNPC2|uniprotkb:Hepatocellular carcinoma protein 1|uniprotkb:RNA-binding motif protein 39|uniprotkb:RNA-binding region-containing protein 2|uniprotkb:Splicing factor HCC1|uniprotkb:CAPER alpha	psi-mi:a0a0s2z5a4_human|psi-mi:KIAA0907|uniprotkb:KIAA0907	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469282	intact-miscore:0.36784992
intact:EBI-11529177	intact:EBI-16469260	uniprotkb:Q9UHX1-2	uniprotkb:A0A0S2Z5A4	psi-mi:q9uhx1-2|psi-mi:PUF60|uniprotkb:PUF60|uniprotkb:"60 kDa poly(U)-binding-splicing factor"|uniprotkb:FIR|uniprotkb:FUSE-binding protein-interacting repressor|uniprotkb:ROBPI|uniprotkb:Ro-binding protein 1|uniprotkb:SIAHBP1|uniprotkb:Siah-binding protein 1	psi-mi:a0a0s2z5a4_human|psi-mi:KIAA0907|uniprotkb:KIAA0907	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469301	intact-miscore:0.36784992
intact:EBI-11526420	intact:EBI-16469260	uniprotkb:Q9UHX1-5	uniprotkb:A0A0S2Z5A4	psi-mi:q9uhx1-5|psi-mi:PUF60|uniprotkb:PUF60|uniprotkb:"60 kDa poly(U)-binding-splicing factor"|uniprotkb:FIR|uniprotkb:FUSE-binding protein-interacting repressor|uniprotkb:ROBPI|uniprotkb:Ro-binding protein 1|uniprotkb:SIAHBP1|uniprotkb:Siah-binding protein 1	psi-mi:a0a0s2z5a4_human|psi-mi:KIAA0907|uniprotkb:KIAA0907	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16469317	intact-miscore:0.36784992
